Flag,Name,Addresses,MAC,Type,Maps,Services Down,Notes
up,S6730 Bacupari,192.168.15.122,XEROXCORPO:00:06:00,,DC Bacupari,,">>>ATIVA PTP FO <<<  system-view  interface XGigabitEthernet0/0/2  undo shutdown  quit  quit  save, >>>DESATIVA PTP FO <<<  system-view  interface interface XGigabitEthernet0/0/2  shutdown  quit  quit  save, >>>>>>>>>>>SINAL PTP FO<<<<<<<<<<<<<  display transceiver diagnosis interface XGigabitEthernet 0/0/2, >>>>>>>>>>>MOSTRA CONFIGURAÇÕES<<<<<<<<<<<<<  display current-configuration, >>>>>>>>>>>SINAL PTP FO MAIS COMPLETO<<<<<<<<<<<<<  display transceiver interface XGigabitEthernet 0/0/2 verbose, >>>DESATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  shutdown  quit  quit  save, >>>ATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  undo shutdown  quit  quit  save"
up,GW Servidores-VPN BCP,177.72.104.38,08:55:31:7C:DB:2E,,DC Bacupari,,
up,GW Escritorio BCP,177.72.105.217,1E:65:64:58:EF:E2,,DC Bacupari,,
up,SW Escritorio BCP,192.168.83.45,intelbras:C4:39:95,,DC Bacupari,,
up,SW Bacupari,192.168.17.26,Routerboar:4D:1C:48,,DC Bacupari,,
up,Siae Enerfin,177.72.104.38,08:55:31:7C:DB:2E,,DC Bacupari,,
up,Alarme DC GGV,192.168.84.3,44:3B:32:90:59:0C,,DC Granja Vargas,,
up,NVR DC GGV,192.168.84.4,18:0D:2C:D8:8A:6E,,DC Granja Vargas,,
up,WIFI DC GGV,192.168.84.2,C4:27:28:6F:97:30,,DC Granja Vargas,,
up,Gerador Juca Ana,192.168.5.7,24:FD:0D:21:AE:C5,,CEEE,,
up,SW4370 FSB,192.168.15.58,,,DC FSB,,
up,MK POP Forquilha,177.72.104.216,82:09:3E:7B:D7:B5,,Forquilha,,
up,S5735 FSB,192.168.15.58,,,Forquilha,,
up,Patch Panel Forquilha,192.168.23.141,MicrochipT:A6:14:0E,,Forquilha,,
up,NETPAL_FORQUILHA _NORTE,192.168.23.130,UbiquitiNe:9C:B9:EF,,Forquilha,,
up,NETPAL_FORQUILHA _OESTE,192.168.23.131,UbiquitiNe:F0:D1:2E,,Forquilha,,
up,NETPAL_FORQUILHA _SUL,192.168.23.132,UbiquitiNe:F8:D9:12,,Forquilha,,
up,NETPAL_FORQUILHA _VIGIA,192.168.23.133,UbiquitiNe:EA:23:36,,Forquilha,,
up,CEEE Forquilha,192.168.23.142,0C:80:63:D8:27:57,,CEEE,,UC - 61134732
up,GGC 1,177.72.104.116,,,DC Capivari do Sul,,https://isp.google.com/dashboard/?iid=324851619
up,GGC 2,177.72.104.117,,,DC Capivari do Sul,,
up,NETPAL_FORQUILHA _BUTIATUVA,192.168.23.135,UbiquitiNe:CC:9A:7F,,Forquilha,,
up,NETPAL_BOAESPERANCA_FAZMARQUES,192.168.22.69,UbiquitiNe:08:86:1F,,Boa Esperança,,
up,Olga Velho (Galpao Maquinas),192.168.116.233,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (Casa Funcionario),192.168.116.232,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (Usina),192.168.116.231,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (Refeitorio),192.168.116.230,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (Salao de Festas),192.168.116.229,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (Casa Riva),177.72.105.208,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (Porteira),192.168.116.227,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (SW FO)(Escritorio),192.168.116.226,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Olga Velho (RB)(Escritorio),177.72.105.208,MimosaNetw:13:42:48,,Fazenda Nova,,
up,Pangare - CASA,177.72.105.27,,,Fazenda Pangaré,,
up,Pangare - ESCRITORIO,177.72.105.26,,,Fazenda Pangaré,,
up,Pangare - OFICINA,177.72.105.240,,,Fazenda Pangaré,,
up,Pangare - RAMAL 108,172.18.255.194,,,Fazenda Pangaré,,
up,Pangare - RAMAL 104,172.18.255.230,,,Fazenda Pangaré,,
up,Pangare - RAMAL 106,172.18.255.231,,,Fazenda Pangaré,,
up,Pangare - RAMAL 107,172.18.255.162,,,Fazenda Pangaré,,
up,Pangare - RAMAL 101,172.18.255.226,,,Fazenda Pangaré,,
up,Pangare - RAMAL 102,172.18.255.227,,,Fazenda Pangaré,,
up,Pangare - RAMAL 103,172.18.255.228,,,Fazenda Pangaré,,
up,Pangare - RAMAL 105,172.18.255.229,,,Fazenda Pangaré,,
up,OLT BCP,192.168.115.226,D4:C1:C8:18:A5:6F,,Pangare,,
up,Bridge Forquilha,192.168.23.140,Routerboar:B7:E3:79,,Forquilha,,
up,NETPAL_FORQUILHA _FAZPALMAS,192.168.23.136,UbiquitiNe:52:B3:A1,,Forquilha,,
up,Super Uniao Matriz - RS040,177.93.244.155,,,Empresarial,,
up,GW POP Praia Solidao,172.31.254.218,Routerboar:F8:1B:BC,Some Device,Praia Solidão,,
up,CEEE Praia Solidao,192.168.20.149,Routerboar:16:80:07,,CEEE,,"68287640, Titular: Netpal Telecom LTDA - EPP, Endreço é do Daniel"
up,Gerador Praia Solidao,192.168.20.150,Routerboar:3C:7E:89,,CEEE,,"Titular: Nestor, 6470889-6"
up,WIFI Praia Solidao,192.168.20.148,Routerboar:7A:49:BC,,Praia Solidão,,
up,Pangare - PORTEIRA,177.72.105.82,,,Fazenda Pangaré,,
up,Pangare - INTERFONE,172.18.255.99,,,Fazenda Pangaré,,
acknowledged,Pangare - CA ENTRADA,172.18.255.131,,,Fazenda Pangaré,,
acknowledged,Pangare - CA SAIDA,172.18.255.132,,,Fazenda Pangaré,,
acknowledged,Pangare - DVR,172.18.255.133,,,Fazenda Pangaré,,
up,Pangare - QUIOSQUE,177.72.105.88,,,Fazenda Pangaré,,
up,Pangare - LEONILDO,177.72.106.34,,,Fazenda Pangaré,,
up,Pangare - CAM FRENTE,172.18.255.134,,,Fazenda Pangaré,,
up,Pangare - CAM PORTAO,172.18.255.135,,,Fazenda Pangaré,,
acknowledged,Pangare - CAM ESCRITORIO,172.18.255.136,,,Fazenda Pangaré,,
acknowledged,Pangare - TELA CASA,172.18.255.101,,,Fazenda Pangaré,,
up,Pangare - TELA RECEPCAO,172.18.255.98,,,Fazenda Pangaré,,
up,Pangare - TELA QUIOSQUE,172.18.255.82,,,Fazenda Pangaré,,
up,Pangare - TELA LEONILDO,172.18.255.100,,,Fazenda Pangaré,,
up,Pangare - USINA SOLAR,177.72.105.251,,,Fazenda Pangaré,,
up,BRFibra (Banrisul TVR),177.72.106.4,Routerboar:04:EE:5E,,Last Mile,,
up,BRFibra (Banrisul MST),177.72.105.205,Routerboar:04:EE:5E,,Last Mile,,
up,BRFibra (Banrisul PWW),177.72.105.114,,,Last Mile,,
up,SW4370 Praia Solidao,192.168.15.30,70:CD:91:AB:8E:26,,Praia Solidão,,
up,SW4370 Cacimbas,192.168.15.66,12:C6:81:AF:E7:FC,,Cacimbas,,
up,OLT Cacimbas,192.168.115.238,ParksS/ACo:30:52:1F,,Cacimbas,,
up,WIFI Cacimbas,192.168.23.18,Routerboar:45:E0:57,,Cacimbas,,
up,GW POP Cacimbas,172.31.254.14,64:D1:54:30:32:C9,Some Device,Cacimbas,,
up,Gerador Cacimbas,192.168.23.19,Routerboar:BF:6E:9C,,CEEE,,"Titular: Netpal Telecom LTDA - EPP, 68287640"
up,CEEE Cacimbas,192.168.23.20,Routerboar:D4:93:6B,,CEEE,,"Titular: Netpal Telecom LTDA - EPP, UC - 68287640, 519506-0407 - Denilson, 51995888156 - Yasmin, 5198597960 - Nubia, 5198888377 - Sementes Condessa"
up,BRFibra (AG CEEE PWW),177.72.106.10,Routerboar:04:EE:5E,,Last Mile,,
up,BRFibra (AG CEEE MST),177.72.106.20,Routerboar:04:EE:5E,,Last Mile,,
up,Condessa - Escritório,177.72.105.22,,,Sementes Condessa,,
up,Condessa - Dormitório,100.64.31.2,,,Sementes Condessa,,
up,Condessa - Casa Lima,100.64.31.3,,,Sementes Condessa,,
up,Condessa - Escritório Velho,100.64.31.6,,,Sementes Condessa,,
up,Condessa - Casa Segurança,100.64.31.9,,,Sementes Condessa,,
up,Condessa - Casa Geraldo,100.64.31.5,,,Sementes Condessa,,
up,Condessa - Porteira,177.72.105.57,,,Sementes Condessa,,
up,Condessa - Casa Breno,100.64.31.17,,,Sementes Condessa,,
up,Condessa - Dormitório Campeiros,100.64.31.4,,,Sementes Condessa,,
up,Condessa - Galpão Vacas,100.64.31.18,,,Sementes Condessa,,
up,Condessa - Casa Felipe,100.64.31.16,,,Sementes Condessa,,
up,NETPAL_RANCHOVELHO_TUNELVERDE,192.168.21.253,UbiquitiNe:E4:80:A6,,Rancho Velho,,
up,NETPAL_PANGARE_FSB,192.168.20.252,UbiquitiNe:EC:D6:3F,,Pangare,,
up,NETPAL_PANGARE_OESTE,192.168.20.251,UbiquitiNe:44:49:52,,Pangare,,
up,OLT ZTE BCP,192.168.115.226,D4:C1:C8:18:A5:6F,,DC Bacupari,,
up,Pangare - GALPAO HERBICIDA,177.72.105.204,,,Fazenda Pangaré,,
up,NETPAL_PANGARE_BARROS,192.168.20.254,UbiquitiNe:FC:00:CA,,Pangare,,
up,SW4370 Casca,192.168.15.70,"Apple,Inc.:EE:1F:78",,Casca FO,,
up,OLT Casca,192.168.115.18,ParksS/ACo:2E:7B:F1,,Casca FO,,
up,GW POP Casca,172.31.254.42,64:D1:54:64:E0:85,Some Device,Casca FO,,
up,WIFI Casca,192.168.20.11,Routerboar:9B:4B:60,,Casca FO,,
up,CEEE Casca FO,192.168.20.12,Routerboar:CB:A5:5E,,CEEE,,UC 66456860
up,Gerador Casca FO,192.168.20.13,Routerboar:BA:44:16,,CEEE,,
up,OLT Solidao,192.168.115.106,ztecorpora:E0:62:53,,Solidao,,
up,SW4370 Solidao,192.168.15.82,70:CD:91:AB:A0:0E,,Solidao,,
up,WIFI Solidao,192.168.21.114,Routerboar:45:E0:57,,Solidao,,
up,GW POP Solidao,172.31.254.34,64:D1:54:AB:20:92,Some Device,Solidao,,
up,S6730 Mostardas,192.168.15.78,12:15:48:79:C3:88,,DC Mostardas,,">>>ATIVA PTP FO <<<  system-view  interface XGigabitEthernet0/0/2  undo shutdown  quit  quit  save, >>>DESATIVA PTP FO <<<  system-view  interface interface XGigabitEthernet0/0/2  shutdown  quit  quit  save, >>>>>>>>>>>SINAL PTP FO<<<<<<<<<<<<<  display transceiver diagnosis interface XGigabitEthernet 0/0/2, >>>>>>>>>>>MOSTRA CONFIGURAÇÕES<<<<<<<<<<<<<  display current-configuration, >>>>>>>>>>>SINAL PTP FO MAIS COMPLETO<<<<<<<<<<<<<  display transceiver interface XGigabitEthernet 0/0/2 verbose, >>>DESATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  shutdown  quit  quit  save, >>>ATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  undo shutdown  quit  quit  save"
up,PM CPV (Rotula),177.93.244.131,,,PM CPV,,
up,NETPAL_PANGARE_ROSARIO,192.168.20.131,UbiquitiNe:68:1F:6C,,Pangare,,
acknowledged,WDS Paulo Azevedo,192.168.116.134,"00:C9:FF:F7:11:00, 00:CA:FF:F7:B0:F4",,WDS,,
acknowledged,AP_NETPAL_PAULOAZEVEDO,192.168.116.138,00:C9:FF:F7:11:00,,WDS,,
up,Marcos Solon - CRS Escritório,192.168.116.150,CC:2D:E0:48:90:2E,,Marcos Solon,,
up,Marcos Solon - RB CASA,192.168.116.154,18:FD:74:AC:1B:B0,,Marcos Solon,,
up,Marcos Solon - Roteador Escritório,177.72.106.26,,,Marcos Solon,,
up,BRFibra (Sub Equatorial PWW),177.72.106.47,,,Last Mile,,
up,Jair da Luz Evalte - Campo de Futebol,192.168.30.27,UbiquitiNe:8A:AD:EF,,Empresarial,,
up,BRFibra (Sub Equatorial CCB),177.72.105.226,,,Last Mile,,
up,NETPAL_RANCHOVELHO_SITIOBOL,192.168.30.26,UbiquitiNe:A4:2C:E0,,Rancho Velho,,
up,Patch Panel 3 Rancho Velho,192.168.21.84,MicrochipT:23:A3:3D,,Rancho Velho,,
up,Bridge 2 Rancho Velho,192.168.21.83,Routerboar:CB:A4:F0,Some Device,Rancho Velho,,
unknown,LEVANTES BLASTEC,0.0.0.0,,,Levantes,,
up,MK POP Pangare,177.72.104.224,D6:5F:18:7D:E1:A0,,Pangare,,
up,NETPAL_PANGARE_CAVALHADA,192.168.20.122,UbiquitiNe:E8:1C:92,,Pangare,,
up,NETPAL_PANGARE_BACUPARI,192.168.20.123,UbiquitiNe:44:47:42,,Pangare,,
up,Gerador Solidao FO,192.168.21.116,Routerboar:3C:7E:89,,CEEE,,"48119148, Titular: Joao Batista Ramos"
up,CEEE Solidao FO,192.168.21.115,Routerboar:16:80:07,,CEEE,,"Titular: Joao Batista Ramos, 48119148"
unknown,OUTROS,0.0.0.0,,,Levantes,,
unknown,CONSEPRO CPV,0.0.0.0,,,Consepro,,
up,DIVISA BARROCADA / SAP,177.72.106.83,,,Consepro,,
up,ENTRADA BARROCADA,177.72.106.79,,,Consepro,,"Portas 8000-8004, SSID: Folchini Senha: folchini2021"
acknowledged,RST 101 / COBRINHA,177.72.106.84,,,Consepro,,
up,RS 040 / RANCHO VELHO,177.72.106.80,,,Consepro,,
up,SANTA ROSA,177.72.106.88,,,Consepro,,
up,NETPAL_BOAESPERANCA_CONSEPRO,192.168.22.70,UbiquitiNe:66:F9:47,Some Device,Boa Esperança,,
up,VL Sul (Matriz),177.72.105.16,,,Empresarial,,
up,Star Serviços (Sicredi PWW),192.168.115.146,B8:69:F4:A9:74:A0,,Last Mile,,
up,Star Serviços (Sicredi CPV),192.168.115.154,B8:69:F4:A9:74:D2,,Last Mile,,
up,RK Gestão (Lebes MST),177.72.106.90,,,Last Mile,,
up,Star Serviços Gerencia (Sicredi MST),192.168.115.194,18:FD:74:80:DE:7C,,Last Mile,,
up,Star Serviços (Sicredi MST),192.168.115.158,2C:C8:1B:FC:57:25,,Last Mile,,
up,Ressaco | RB Sede,177.72.106.91,,,Maria Denise ( Ressaco),,
unknown,Ressaco | Firewall,177.72.106.91,,,Maria Denise ( Ressaco),,
unknown,SWTL-SG1016D,0.0.0.0,,,Maria Denise ( Ressaco),,
unknown,Ressaco | Wifi Impressora,192.168.3.51,D2:AB:2C:EC:92:21,,Maria Denise ( Ressaco),,
unknown,Ressaco | Wifi ZTE Sede,0.0.0.0,,,Maria Denise ( Ressaco),,
unknown,Ressaco | Wifi ZTE Sede Mesh,0.0.0.0,,,Maria Denise ( Ressaco),,
up,Ressaco | RB VPN,177.72.106.91,,,Maria Denise ( Ressaco),,
unknown,Ressaco | Wifi BSPRO,192.168.3.53,6A:B9:F3:02:77:B6,,Maria Denise ( Ressaco),,
unknown,Ressaco | File Server,192.168.3.92,22:D4:13:DF:4D:B8,,Maria Denise ( Ressaco),,
up,Ressaco | RB Elias,177.72.106.92,,,Maria Denise ( Ressaco),,
up,Ressaco | Wifi ZTE Escritório Elias,177.72.106.92,,,Maria Denise ( Ressaco),,
up,Ressaco | Wifi Secador,177.72.106.92,,,Maria Denise ( Ressaco),,
up,Ressaco | Wifi Oficina,177.72.106.97,"72:C2:9B:AC:5D:04, Routerboar:28:84:77, DC:2C:6E:A5:7F:09",,Maria Denise ( Ressaco),,
up,Ressaco | Wifi Principal Casa,177.72.106.96,"72:C2:9B:AC:5D:04, Routerboar:28:84:77, DC:2C:6E:A5:7F:09",,Maria Denise ( Ressaco),,
up,RK Gestão (Lebes CPV),177.72.106.98,,,Last Mile,,
up,Ressaco |  RB Porteira,177.72.106.93,,,Maria Denise ( Ressaco),,
up,Ressaco |  Wifi Porteira,177.72.106.92,18:E8:29:1E:15:CF,,Maria Denise ( Ressaco),,
up,S5735 Lagoa do Bacupari,192.168.15.62,A8:2B:CD:02:66:77,,Lagoa do Bacupari,,">>>ATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  undo shutdown  quit  quit  save, >>>DESATIVA BACKUP DE RÁDIO <<<  system-view  interface GigabitEthernet0/0/2  shutdown  quit  quit  save, >>>>>>>>>>>SINAL PTP FO MAIS COMPLETO<<<<<<<<<<<<<  display transceiver interface XGigabitEthernet 0/0/2 verbose, >>>>>>>>>>>MOSTRA CONFIGURAÇÕES<<<<<<<<<<<<<  display current-configuration, >>>>>>>>>>>SINAL PTP FO<<<<<<<<<<<<<  display transceiver diagnosis interface XGigabitEthernet 0/0/2, >>>DESATIVA PTP FO <<<  system-view  interface interface XGigabitEthernet0/0/2  shutdown  quit  quit  save, >>>ATIVA PTP FO <<<  system-view  interface XGigabitEthernet0/0/2  undo shutdown  quit  quit  save"
up,OLT Lagoa do Bacupari,192.168.115.178,ztecorpora:DB:FF:43,,Lagoa do Bacupari,,
up,Bridge - Super Oliveira CPV,192.168.115.50,18:FD:74:72:A4:8E,,Empresarial,,
up,Bridge - Super Oliveira PWW,192.168.115.198,DC:2C:6E:A5:85:51,,Empresarial,,
up,Servidor HP - Super Oliveira CPV,177.72.105.118,74:4D:28:3E:F5:AC,,Empresarial,,
up,Servidor HP - Super Oliveira PWW,177.72.105.120,74:4D:28:3E:F5:AC,,Empresarial,,
up,BRFibra (ICMBio),177.72.105.121,,,Last Mile,,
up,WDS Andrea Regner,192.168.116.170,UbiquitiNe:0A:9D:E7,,WDS,,
up,AP_NETPAL_ANDREAREGNER,192.168.116.174,UbiquitiNe:BA:26:38,,WDS,,
up,RB Daniel Praia,177.72.106.62,04:8C:16:CC:2F:B7,,Empresarial,,
up,Gerador JDF,127.0.0.1,XEROXCORPO:00:06:00,,NOC,,
up,NETPAL_JDF_CYMI,192.168.22.3,18:E8:29:76:2C:0D,,JDF,,
up,WDS CYMI => JDF,192.168.116.178,UbiquitiNe:5A:3A:DE,,Empresarial,,
up,Cymi (Sala Comando 230KV),177.72.106.2,,,Empresarial,,
unknown,Swtich Secador,0.0.0.0,,,Maria Denise ( Ressaco),,
unknown,Swtich Turbinas,0.0.0.0,,,Maria Denise ( Ressaco),,
up,Ressaco | Wifi Principal Casa,177.72.106.96,"72:C2:9B:AC:5D:04, Routerboar:28:84:77, DC:2C:6E:A5:7F:09",,Maria Denise ( Ressaco),,
up,Ressaco | Wifi Principal Casa,177.72.106.96,"72:C2:9B:AC:5D:04, Routerboar:28:84:77, DC:2C:6E:A5:7F:09",,Maria Denise ( Ressaco),,
up,NETPAL_CENTROTVR_REIDOSPAMPAS,192.168.116.54,18:E8:29:76:30:0E,,Centro TVR,,
up,WDS Ivanete Zamin,192.168.116.190,UbiquitiNe:EE:F9:CC,,WDS,,
up,AP_NETPAL_IVANETEZAMIN,192.168.116.194,UbiquitiNe:E6:3A:77,,WDS,,
up,RK Gestão (Lebes PWW),177.72.105.29,,,Last Mile,,
up,NETPAL_OLHOSDAGUA_NORTE,192.168.21.37,UbiquitiNe:44:48:A8,,Olhos D'agua,,
up,NETPAL_OLHOSDAGUA_SUL,192.168.21.38,UbiquitiNe:68:24:0B,,Olhos D'agua,,
up,NETPAL_OLHOSDAGUA_OESTE,192.168.21.39,UbiquitiNe:FC:31:1E,,Olhos D'agua,,
up,NETPAL_OLHOSDAGUA_LESTE,192.168.21.40,UbiquitiNe:62:7E:69,,Olhos D'agua,,
up,Patch Panel Butias,192.168.20.195,MicrochipT:89:8E:FB,,Butias,,
up,RJ Comercio - FABRICA,177.93.244.139,Routerboar:04:EE:5E,,Empresarial,,
up,RJ Comercio - ESC,177.72.106.99,Routerboar:04:EE:5E,,Empresarial,,
up,Pangare - POSTE MONITORAMENTO XIRU,177.72.105.34,,,Fazenda Pangaré,,
up,NETPAL_SECRETARIA (TRILHA CLUBE),192.168.124.41,,,Clube Jeep PWW,,
up,NETPAL_COPA (TRILHA CLUBE),192.168.124.40,,,Clube Jeep PWW,,
up,RB TRILHA SEDE,177.72.104.34,,,Clube Jeep PWW,,
up,Ressaco | Wifi Alojamento,100.64.31.11,,,Maria Denise ( Ressaco),,
up,Policia Civil PWW,100.64.31.7,,,Consepro,,
up,Wifi Brigada Militar,192.168.230.2,,,Consepro,,
up,CEEE Hotel TVR,192.168.20.222,ZioncomEle:37:18:50,,CEEE,,
up,OLT FSB,192.168.115.54,ztecorpora:DA:AF:4A,,DC FSB,,
up,Pangare - REFEITORIO,177.72.105.35,04:8C:16:CC:2F:B7,,Fazenda Pangaré,,
up,Pangare - GRANDSTREAM REFEITORIO,177.72.105.35,04:8C:16:CC:2F:B7,,Fazenda Pangaré,,
up,SW4370 Osorio,192.168.15.42,70:CD:91:AB:A0:0E,,DC Osorio,,
up,Litoral Alarmes - Marina Del Faro,177.72.105.31,Routerboar:04:EE:5E,,Empresarial,,
up,OLT Praia Solidao,192.168.115.246,D4:C1:C8:18:A5:23,,Praia Solidão,,
up,NETPAL_DIRETORIA,192.168.83.30,34:36:54:F6:5D:29,,Intranet,,
up,NETPAL_VISITANTES,192.168.83.29,E0:B6:68:F4:F1:8D,,Intranet,,
up,CASA BCP - MESH,192.168.83.60,C4:27:28:6F:89:75,,Intranet,,
up,NETPAL_CENTROTVR_CHONRA,192.168.24.39,"UbiquitiNe:C8:B3:8B, 50:5A:65:9A:AF:53",,Centro TVR,,
up,Wifi Segundo Pelotao,192.168.230.2,,,Consepro,,
up,NETPAL_PANTANO_GALDINO,192.168.20.108,UbiquitiNe:28:08:F9,,Pantano,,
up,RB DUDE,192.168.116.30,ASRockInco:D1:F9:41,,DC Capivari do Sul,,
up,Gerador BCP,192.168.83.129,DeepSeaEle:21:1E:5A,,Netpal,,
up,Gerador MST,192.168.90.10,DeepSeaEle:1C:D6:8D,,Netpal,,
up,OLT MST,192.168.115.170,D4:C1:C8:1F:66:92,,DC Mostardas,,
up,RB - JRPA INCORPORACOES - NAU,192.168.115.26,,,Empresarial,,
up,JRPA - Escritório NAU,100.64.31.15,04:8C:16:CC:2F:B7,,Empresarial,,
up,Sergio Braga Gomes,177.72.105.36,,,Empresarial,,
up,VPN - WireGuard,177.72.104.19,"DC:2C:6E:ED:23:18, DC:2C:6E:ED:23:1C",,DC Capivari do Sul,,
up,NETPAL_PANTANO_MINA,192.168.20.109,UbiquitiNe:32:B9:E0,,Pantano,,
acknowledged,Levante Mina,177.72.105.72,,,Levantes,,
up,CEEE Campo da Honra,192.168.20.118,24:FD:0D:0C:90:D3,,CEEE,,UC48117145
up,PM CPV (Vigilancia Sanitaria),177.93.247.0,,,PM CPV,,
up,SEDUC - Esc Arthur,177.93.244.150,,,Empresarial,,
up,Brasil TecPar (SETUP Sta. Vit. do Palmar),177.8.140.42,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (SETUP Mostardas),177.72.105.74,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (SETUP Eldorado 1),200.106.213.22,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (Panvel Capão da Canoa),170.83.25.119,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (Panvel Xangri-lá),45.175.63.99,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Panvel Tdai 1),177.86.55.165,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Charqueadas),45.183.248.99,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Panvel Jardim Botanico),200.36.219.211,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Panvel Cidreira),45.181.133.65,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (OI S.A. Torres),177.137.118.164,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (ASUN Estancia Velha),177.44.209.157,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (ASUN Magisterio),45.181.133.63,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (ASUN Pinhal 040),45.181.133.64,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (ASUN Quintao),45.181.133.62,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (ASUN Balneário Pinhal),45.181.133.61,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (ASUN Imbé 2),45.169.35.135,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (ASUN Imbé 1),45.169.35.136,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Quero Quero MST),177.72.106.72,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (Policia Militar Quintão),45.181.133.72,B8:69:F4:DF:AA:7B,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Policia Civil Quintão),45.181.133.73,B8:69:F4:DF:AA:7B,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Agrofel Graos),177.93.247.234,Routerboar:49:8C:1C,,Brasil Tec Par - Avato,,
up,Brasil TecPar (SLC Máquinas CPV),177.93.247.246,B8:69:F4:DF:AA:7B,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (Banrisul MST),177.72.105.107,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Coop Santa Clara),177.66.31.176,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (Grazziotin Soledade Sala 2),131.0.207.234,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Soledade Sala 1),131.0.207.235,,,Brasil Tec Par - Avato,,
acknowledged,Brasil TecPar (Panvel Cavalhada),45.165.84.98,,,Brasil Tec Par - Avato,,
up,NVR NOC CPV,177.93.244.165,18:0D:2C:D8:8B:A9,,Intranet,,
up,RB NOC CPV,177.93.244.165,Routerboar:F8:7A:9F,,Intranet,,
acknowledged,Brasil TecPar (SPGG CPV),177.72.105.229,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (SPGG GGV),177.72.105.232,,,Brasil Tec Par - Avato,,
up,GRANDSTREAM PM MST - PRAÇA,100.64.31.56,04:8C:16:CC:2F:B7,,Empresarial,,
up,Brasil TecPar (SPGG Jaguarão),179.108.247.47,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (SPGG Formigueiro),45.163.32.180,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (SPGG Minas do Leão),179.109.59.39,,,Brasil Tec Par - Avato,,
up,AP_NETPAL_ERNIDUTRA,192.168.116.203,UbiquitiNe:C8:91:16,,WDS,,
up,WDS Erni Dutra,192.168.116.202,UbiquitiNe:BA:02:97,,WDS,,
up,Brasil TecPar (SETUP POA 2),177.72.111.210,,,Brasil Tec Par - Avato,,
up,NETPAL_CENTROTVR_RODEIO,192.168.16.3,UbiquitiNe:E6:33:C3,,Centro TVR,,
up,RB Praça MST,100.64.31.56,04:8C:16:CC:2F:B7,,Empresarial,,
up,Brasil TecPar (Grazziotin Bagé),45.6.209.104,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Cachoeirinha),170.82.48.114,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Chapada),200.71.123.44,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Cruz Alta),200.219.14.49,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Garibaldi),187.103.250.114,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Pelotas 1),177.87.28.92,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin Pelotas 2),177.87.28.93,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin São Sebastião do Cai 1),143.0.180.109,,,Brasil Tec Par - Avato,,
up,Brasil TecPar (Grazziotin São Sepé),177.8.35.205,,,Brasil Tec Par - Avato,,
